sys_util,NORMAL,NOFILTER,FILTER,SOFTWARE,SHERLOC
0.7000000000000001,1.0,0.017361111111111098,0.03125000000000003,0.0,0.2465277777777778
0.5,1.0,0.5012919896640831,0.4728682170542636,0.979328165374677,0.7209302325581395
0.9,0.0,0.0,0.0,0.0,0.0
0.1,1.0,0.8878504672897196,0.8364485981308412,1.0,0.9485981308411215
0.6,1.0,0.4397905759162304,0.40575916230366504,0.0,0.6753926701570684
0.30000000000000004,1.0,0.6611111111111111,0.6333333333333329,1.0,0.8333333333333334
1.0,0.0,0.0,0.0,0.0,0.0
0.2,1.0,0.7556270096463023,0.7234726688102894,1.0,0.8617363344051447
0.4,1.0,0.5426356589147285,0.490956072351421,1.0,0.7596899224806198
0.8,0.8795180722891566,0.0,0.0,0.0,0.0
