sys_util,NOFILTER,FILTER_90%,FILTER_99%,FILTER_99.9%
1.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.5703125000000001,0.5468749999999997,0.5494791666666669,0.5494791666666669
0.1,0.7749077490774908,0.7749077490774908,0.7749077490774908,0.7749077490774908
0.8,0.0,0.0,0.0,0.0
0.5,0.39459459459459434,0.3702702702702702,0.37567567567567567,0.37567567567567567
0.6,0.30061349693251554,0.28834355828220876,0.2914110429447856,0.2914110429447856
0.2,0.6763005780346825,0.6647398843930642,0.6705202312138729,0.6705202312138729
0.4,0.4464751958224543,0.4334203655352481,0.4334203655352481,0.4334203655352481
0.7000000000000001,0.1038961038961039,0.11038961038961045,0.11038961038961045,0.11038961038961045
0.9,0.0,0.0,0.0,0.0
